id,node1,node2,node_size,link_strength,node_category,detail
586,468,494,4,0.8,6,Person Id: 468; Gender: Female; Age: 25; Race: Other; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: NA
587,469,485,6,0.8,2,Person Id: 469; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: sports
588,469,489,6,1,2,Person Id: 469; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: sports
589,469,491,6,0.7,2,Person Id: 469; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: sports
590,469,492,6,1,2,Person Id: 469; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: sports
591,469,493,6,0.9,2,Person Id: 469; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: sports
592,470,482,6,0.6,2,"Person Id: 470; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining,museums,art,reading,theater,movies,shopping"
593,470,488,6,0.8,2,"Person Id: 470; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining,museums,art,reading,theater,movies,shopping"
594,470,489,6,1,2,"Person Id: 470; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining,museums,art,reading,theater,movies,shopping"
595,470,491,6,0.7,2,"Person Id: 470; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining,museums,art,reading,theater,movies,shopping"
596,470,495,6,0.6,2,"Person Id: 470; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining,museums,art,reading,theater,movies,shopping"
597,471,489,2,0.7,2,"Person Id: 471; Gender: Female; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: dining,shopping"
598,472,482,3,0.6,5,"Person Id: 472; Gender: Female; Age: 25; Race: Latino/Hispanic American; Field of Study: Engineering; Career: EngineerHobby: sports,theater,movies,concerts,music"
599,472,492,3,0.8,5,"Person Id: 472; Gender: Female; Age: 25; Race: Latino/Hispanic American; Field of Study: Engineering; Career: EngineerHobby: sports,theater,movies,concerts,music"
600,473,484,2,0.6,2,Person Id: 473; Gender: Female; Age: 34; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
601,474,486,5,0.7,3,"Person Id: 474; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: sports,exercise,dining,music"
602,474,489,5,0.8,3,"Person Id: 474; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: sports,exercise,dining,music"
603,474,492,5,1,3,"Person Id: 474; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: sports,exercise,dining,music"
604,474,494,5,0.8,3,"Person Id: 474; Gender: Female; Age: 30; Race: Black/African American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: sports,exercise,dining,music"
605,475,489,3,0.7,5,Person Id: 475; Gender: Female; Age: 27; Race: Latino/Hispanic American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: dining
606,475,492,3,0.3,5,Person Id: 475; Gender: Female; Age: 27; Race: Latino/Hispanic American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: dining
607,476,484,3,0.8,4,Person Id: 476; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: NA
608,476,485,3,1,4,Person Id: 476; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: NA
609,478,489,3,0.8,4,Person Id: 478; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
610,478,491,3,0.5,4,Person Id: 478; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
611,480,488,4,1,4,Person Id: 480; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Engineering; Career: EngineerHobby: reading
612,480,489,4,0.7,4,Person Id: 480; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Engineering; Career: EngineerHobby: reading
613,480,492,4,0.1,4,Person Id: 480; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Engineering; Career: EngineerHobby: reading
614,496,505,2,0.8,2,Person Id: 496; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: NA
615,499,504,3,0.6,4,"Person Id: 499; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: movies,concerts,music"
616,499,508,3,0.7,4,"Person Id: 499; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: movies,concerts,music"
617,500,507,2,0.8,3,Person Id: 500; Gender: Female; Age: 25; Race: Black/African American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
618,501,504,2,0.5,4,Person Id: 501; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: music
619,509,535,7,0.7,2,Person Id: 509; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: NA
620,509,537,7,0.7,2,Person Id: 509; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: NA
621,509,538,7,0.8,2,Person Id: 509; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: NA
622,509,546,7,0.6,2,Person Id: 509; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: NA
623,509,548,7,0.6,2,Person Id: 509; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: NA
624,509,552,7,0.8,2,Person Id: 509; Gender: Female; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: NA
625,510,533,8,1,5,"Person Id: 510; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining,hiking"
626,510,536,8,0.9,5,"Person Id: 510; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining,hiking"
627,510,538,8,0.6,5,"Person Id: 510; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining,hiking"
628,510,540,8,0.8,5,"Person Id: 510; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining,hiking"
629,510,546,8,0.7,5,"Person Id: 510; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining,hiking"
630,510,549,8,0.9,5,"Person Id: 510; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining,hiking"
631,510,552,8,0.9,5,"Person Id: 510; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: dining,hiking"
632,511,534,5,0.8,2,"Person Id: 511; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: art,hiking,music"
633,511,535,5,0.6,2,"Person Id: 511; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: art,hiking,music"
634,511,542,5,0.6,2,"Person Id: 511; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: art,hiking,music"
635,511,548,5,0.7,2,"Person Id: 511; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: art,hiking,music"
636,512,547,2,0.8,4,"Person Id: 512; Gender: Female; Age: Unknown; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: art,theater,music"
637,513,533,7,0.7,4,Person Id: 513; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: movies
638,513,535,7,0.8,4,Person Id: 513; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: movies
639,513,537,7,0.7,4,Person Id: 513; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: movies
640,513,546,7,0.8,4,Person Id: 513; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: movies
641,513,550,7,0.8,4,Person Id: 513; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: movies
642,513,552,7,0.9,4,Person Id: 513; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: movies
643,515,535,3,0.9,4,"Person Id: 515; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: sports,tvsports,hiking,movies,music"
644,515,552,3,0.8,4,"Person Id: 515; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: JournalismHobby: sports,tvsports,hiking,movies,music"
645,516,535,7,1,2,Person Id: 516; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: dining
646,516,536,7,0.9,2,Person Id: 516; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: dining
647,516,541,7,0.6,2,Person Id: 516; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: dining
648,516,549,7,0.5,2,Person Id: 516; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: dining
649,516,551,7,0.7,2,Person Id: 516; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: dining
650,516,552,7,0.8,2,Person Id: 516; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: dining
651,518,535,7,0.8,4,Person Id: 518; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: NA
652,518,546,7,0.7,4,Person Id: 518; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: NA
653,518,547,7,0.8,4,Person Id: 518; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: NA
654,518,548,7,0.8,4,Person Id: 518; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: NA
655,518,549,7,0.6,4,Person Id: 518; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: NA
656,518,550,7,0.6,4,Person Id: 518; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: NA
657,521,534,8,0.7,4,Person Id: 521; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: hiking
658,521,535,8,0.6,4,Person Id: 521; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: hiking
659,521,538,8,0.6,4,Person Id: 521; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: hiking
660,521,545,8,0.7,4,Person Id: 521; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: hiking
661,521,548,8,0.8,4,Person Id: 521; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: hiking
662,521,550,8,0.6,4,Person Id: 521; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: hiking
663,521,551,8,0.7,4,Person Id: 521; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: hiking
664,522,539,6,0.8,4,"Person Id: 522; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: theater,movies"
665,522,544,6,0.7,4,"Person Id: 522; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: theater,movies"
666,522,545,6,0.7,4,"Person Id: 522; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: theater,movies"
667,522,546,6,0.7,4,"Person Id: 522; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: theater,movies"
668,522,549,6,0.6,4,"Person Id: 522; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: theater,movies"
669,523,532,3,0.8,2,"Person Id: 523; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: UndecidedHobby: reading"
670,523,544,3,0.7,2,"Person Id: 523; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: UndecidedHobby: reading"
671,524,531,15,0.4,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
672,524,532,15,0.8,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
673,524,534,15,0.8,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
674,524,535,15,0.7,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
675,524,536,15,0.8,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
676,524,538,15,0.6,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
677,524,539,15,0.7,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
678,524,542,15,0.7,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
679,524,546,15,0.5,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
680,524,547,15,0.7,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
681,524,548,15,0.9,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
682,524,549,15,0.7,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
683,524,550,15,0.6,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
684,524,552,15,0.7,2,"Person Id: 524; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
685,526,534,3,0.8,5,"Person Id: 526; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Social Work; Career: Social WorkHobby: dining,museums,clubbing,theater,yoga"
686,526,542,3,0.7,5,"Person Id: 526; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Social Work; Career: Social WorkHobby: dining,museums,clubbing,theater,yoga"
687,529,532,3,0.8,2,Person Id: 529; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: EngineerHobby: dining
688,529,534,3,0.6,2,Person Id: 529; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: EngineerHobby: dining
689,530,534,3,0.8,2,"Person Id: 530; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: UndecidedHobby: tvsports,movies,music"
690,530,544,3,0.7,2,"Person Id: 530; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: UndecidedHobby: tvsports,movies,music"
691,1,1,5,0.7,2,"Person Id: 1; Gender: Female; Age: 21; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: UnknownHobby: movies,concerts"
692,2,2,3,0.7,4,"Person Id: 2; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Law; Career: UnknownHobby: dining,reading"
693,3,3,1,0.5,4,Person Id: 3; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Math; Career: UnknownHobby: NA
694,4,4,3,0.6,4,Person Id: 4; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
695,5,5,3,0.6,4,Person Id: 5; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
696,6,6,3,0.7,2,Person Id: 6; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: LawyerHobby: sports
697,7,7,3,0.7,2,"Person Id: 7; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: LawyerHobby: dining,museums,art,theater,movies,concerts,music,shopping,yoga"
698,8,8,9,0.7,4,"Person Id: 8; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Creative Arts/EntertainmentHobby: dining,clubbing,tv"
699,9,9,8,0.6,6,"Person Id: 9; Gender: Female; Age: 26; Race: Other; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: clubbing,theater,movies"
700,10,10,3,0.6,4,Person Id: 10; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: NA
701,11,11,1,0.7,4,Person Id: 11; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: NA
702,12,12,3,0.7,4,Person Id: 12; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
703,13,13,5,0.7,2,Person Id: 13; Gender: Male; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: LawyerHobby: theater
704,14,14,9,0.7,4,"Person Id: 14; Gender: Male; Age: 23; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: sports,hiking,movies"
705,15,15,4,0.6,5,Person Id: 15; Gender: Male; Age: 24; Race: Latino/Hispanic American; Field of Study: Law; Career: LawyerHobby: NA
706,16,16,3,0.6,4,Person Id: 16; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
707,17,17,2,0.6,4,Person Id: 17; Gender: Male; Age: 30; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: NA
708,18,18,2,0.6,4,Person Id: 18; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
709,19,19,10,0.7,4,"Person Id: 19; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,tvsports,exercise,dining,yoga"
710,20,20,2,0.6,4,"Person Id: 20; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,tvsports,exercise,dining,gaming,clubbing,yoga"
711,21,21,1,0.4,2,"Person Id: 21; Gender: Female; Age: 21; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: UndecidedHobby: sports,exercise,tv"
712,22,22,3,0.3,3,"Person Id: 22; Gender: Female; Age: 27; Race: Black/African American; Field of Study: Education, Academia; Career: EngineerHobby: NA"
713,23,23,4,0.1,2,"Person Id: 23; Gender: Female; Age: 21; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: reading,theater,movies,concerts,music,shopping"
714,24,24,1,0.2,4,"Person Id: 24; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: sports,exercise,hiking"
715,25,25,1,0.3,4,Person Id: 25; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: movies
716,26,26,1,0.3,4,Person Id: 26; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: NA
717,27,27,3,0.5,5,"Person Id: 27; Gender: Female; Age: 22; Race: Latino/Hispanic American; Field of Study: Social Science, Psychologist; Career: International/Humanitarian AffairsHobby: NA"
718,28,28,2,0.6,4,"Person Id: 28; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: UnknownHobby: NA"
719,29,29,3,0.1,4,Person Id: 29; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Work; Career: International/Humanitarian AffairsHobby: NA
720,30,30,3,0.2,4,Person Id: 30; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
721,31,31,5,0.2,4,"Person Id: 31; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: dining,shopping"
722,32,32,1,0.5,2,"Person Id: 32; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: shopping"
723,33,33,1,0.6,4,"Person Id: 33; Gender: Female; Age: 30; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Creative Arts/EntertainmentHobby: exercise,reading,tv"
724,34,34,3,0.5,2,Person Id: 34; Gender: Female; Age: 21; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: movies
725,35,35,6,0.3,4,Person Id: 35; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Math; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
726,36,36,3,0.3,4,Person Id: 36; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: Math; Career: Doctor/MedicineHobby: NA
727,37,37,3,0.1,4,"Person Id: 37; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,theater"
728,38,38,4,0.3,3,"Person Id: 38; Gender: Female; Age: 23; Race: Black/African American; Field of Study: Law; Career: LawyerHobby: dining,movies,concerts,music,shopping"
729,39,39,2,0.3,5,"Person Id: 39; Gender: Female; Age: 24; Race: Latino/Hispanic American; Field of Study: Law; Career: LawyerHobby: dining,museums,reading,movies,shopping"
730,40,40,1,0.9,2,Person Id: 40; Gender: Male; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Unknown; Career: UnknownHobby: music
731,41,41,1,0.7,2,Person Id: 41; Gender: Male; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Law; Career: LawyerHobby: gaming
732,42,42,1,0.9,2,Person Id: 42; Gender: Male; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: EngineerHobby: NA
733,43,43,2,0.6,4,Person Id: 43; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Academic/ResearchHobby: NA
734,44,44,5,0.6,4,"Person Id: 44; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: hiking"
735,45,45,5,0.5,4,Person Id: 45; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
